target,response,RT,delta,orientation1,orientation2,orientation3,orientation4,x1,x2,x3,x4,y1,y2,y3,y4,ecc1,ecc2,ecc3,ecc4
0,0,833,0,2.4154,2.4855,1.9408,2.1759,722,1139,1175,799,375,320,711,768,0.9,0.9,0.7059,0.7059
4,1,1732,1.5379,2.1779,0.9899,2.264,1.1757,1250,974,668,931,507,815,559,253,0.7059,0.7059,0.9,0.9
0,0,1964,0,1.6254,1.2105,2.2347,2.6398,976,1239,946,667,263,556,814,510,0.9,0.9,0.9,0.9
1,1,4226,0.1519,0.138,0.7205,0.5466,1.5243,1244,1002,672,918,491,812,591,254,0.7059,0.7059,0.9,0.7059
0,1,1045,0,0.5062,0.652,1.8649,0.0074,1221,1075,702,840,434,793,663,283,0.9,0.9,0.7059,0.7059
0,1,1680,0,0.0612,2.1644,2.7702,0.567,710,817,1204,1106,690,302,412,783,0.9,0.7059,0.7059,0.9
1,1,1081,2.3755,2.5939,2.0709,0.5079,2.6164,1174,758,747,1156,737,746,343,327,0.9,0.9,0.9,0.7059
3,1,3050,0.4735,0.0416,1.9651,3.0142,2.8203,1234,912,684,1015,599,830,498,269,0.9,0.9,0.9,0.9
3,1,1917,0.9569,0.8171,1.4932,1.4013,2.5902,948,1233,970,666,265,542,826,552,0.7059,0.7059,0.9,0.9
4,1,2341,2.8031,1.7358,2.384,2.2624,0.4709,1195,1112,729,798,387,766,698,315,0.7059,0.7059,0.9,0.9
2,0,1436,0.595,1.7808,1.1009,2.3463,2.8444,811,718,1105,1208,780,408,289,672,0.7059,0.7059,0.7059,0.9
0,1,1574,0,3.093,0.8613,3.1364,1.8724,934,1246,979,685,254,520,824,558,0.7059,0.7059,0.9,0.9
0,0,1196,0,0.3529,0.168,0.9203,2.6549,1215,1057,690,858,439,800,638,289,0.9,0.7059,0.9,0.7059
4,0,936,2.39,0.5938,3.0179,0.0834,0.0079,1214,1071,699,850,446,812,648,268,0.7059,0.7059,0.9,0.9
0,0,623,0,2.7899,0.3526,2.7055,0.6358,855,1214,1077,706,285,432,799,639,0.7059,0.9,0.9,0.9
3,1,1922,1.1086,0.8138,0.6013,2.6335,0.4215,1218,1088,705,839,411,793,672,295,0.9,0.9,0.7059,0.9
3,1,690,1.2473,3.1091,2.0811,0.594,3.0792,1046,1237,869,681,270,632,804,455,0.7059,0.7059,0.7059,0.9
1,0,810,2.9648,2.2463,2.4565,2.5983,1.6892,700,858,1208,1071,648,292,419,808,0.9,0.9,0.7059,0.7059
0,0,934,0,0.8835,3.0274,2.2405,2.4223,931,1234,979,676,263,517,828,569,0.7059,0.7059,0.7059,0.7059
4,1,1125,2.8574,0.611,1.2365,1.2381,0.1883,681,973,1254,957,548,260,534,823,0.7059,0.9,0.9,0.9
0,0,724,0,0.1946,2.7604,0.8214,0.7673,961,689,969,1248,828,528,253,540,0.9,0.9,0.7059,0.9
0,0,788,0,0.8933,1.3906,1.2148,2.836,1131,742,781,1165,767,724,319,366,0.9,0.9,0.9,0.9
2,1,696,1.4197,1.0903,0.1858,0.7663,2.9755,837,714,1101,1209,802,406,284,674,0.7059,0.9,0.9,0.9
3,0,809,2.2072,0.1603,1.466,3.0163,2.1112,1200,807,722,1134,698,768,369,310,0.7059,0.9,0.7059,0.9
3,0,629,2.3935,0.6113,0.1629,1.7741,1.8515,1092,697,847,1213,801,654,278,425,0.7059,0.7059,0.9,0.7059
0,1,808,0,2.0443,0.5338,2.8995,0.4953,1098,1200,827,709,296,688,778,407,0.9,0.9,0.7059,0.9
3,0,1372,2.6908,0.6913,3.0712,2.3054,0.8475,793,1191,1146,731,325,363,750,723,0.9,0.9,0.9,0.9
4,0,994,2.3588,0.1987,2.8888,2.0765,0.668,1214,1092,722,825,400,787,666,289,0.7059,0.7059,0.7059,0.7059
2,1,1278,2.6516,1.386,1.2787,3.1084,0.4586,1191,812,730,1108,693,785,379,291,0.9,0.9,0.7059,0.9
2,0,2255,3.0572,1.4067,2.6751,0.4759,0.1854,717,1114,1197,814,372,302,695,772,0.9,0.9,0.9,0.7059
0,1,993,0,2.2479,1.3699,2.0339,1.1239,755,765,1178,1159,736,326,341,742,0.9,0.7059,0.7059,0.9
2,1,822,2.6403,0.194,3.1274,1.8985,2.6092,739,1134,1176,781,351,338,735,755,0.7059,0.7059,0.7059,0.7059
3,1,1433,1.5172,2.5619,1.9381,0.9753,0.0636,1156,1144,756,759,343,758,721,341,0.9,0.9,0.7059,0.9
0,1,2388,0,1.1889,2.5032,1.592,0.6509,1246,892,685,1028,605,810,473,257,0.9,0.9,0.7059,0.7059
3,0,1833,2.7947,2.4804,0.2671,1.6389,1.9327,1248,995,690,946,511,827,571,259,0.7059,0.9,0.9,0.9
0,1,884,0,2.5603,2.3472,2.5753,2.1543,829,706,1101,1206,796,405,290,685,0.9,0.7059,0.7059,0.7059
0,0,677,0,0.7218,1.568,1.8964,0.0643,668,1005,1243,925,502,264,572,829,0.9,0.7059,0.9,0.9
0,1,1502,0,1.7047,2.7146,0.4418,0.2423,702,831,1209,1091,662,279,414,799,0.7059,0.7059,0.7059,0.9
0,0,526,0,1.6611,2.0918,0.3943,0.4621,1233,862,706,1071,648,807,422,269,0.9,0.9,0.9,0.9
0,0,678,0,3.0704,0.666,3.119,2.3886,927,1244,996,688,266,516,813,561,0.9,0.9,0.7059,0.9
1,1,615,1.6618,0.3309,1.3606,2.9101,2.9653,838,713,1087,1218,784,422,293,671,0.7059,0.9,0.9,0.9
0,0,579,0,2.2379,0.4095,0.2144,1.1821,718,1109,1214,825,398,287,680,792,0.9,0.7059,0.7059,0.7059
3,0,584,0.3532,0.9578,0.9845,1.9932,0.7838,940,1243,977,673,246,527,810,568,0.9,0.9,0.9,0.7059
0,0,605,0,1.9066,2.9162,2.5252,0.9902,675,970,1240,951,523,248,546,819,0.9,0.7059,0.9,0.7059
0,0,665,0,0.002,1.3521,0.1793,1.9617,1225,1057,702,862,447,803,618,281,0.9,0.7059,0.9,0.7059
0,1,643,0,0.6474,0.6704,0.7746,1.7848,1183,806,737,1117,697,768,386,319,0.9,0.7059,0.7059,0.7059
2,1,1358,1.2359,1.1668,2.0162,2.0301,2.2106,962,680,965,1241,822,539,246,530,0.7059,0.9,0.7059,0.7059
0,0,452,0,1.307,1.2278,1.3825,2.0679,960,1235,939,670,265,560,824,523,0.7059,0.9,0.7059,0.7059
0,0,646,0,1.9346,2.8152,2.2562,3.0417,1016,1239,909,677,254,583,815,486,0.7059,0.7059,0.9,0.9
0,0,640,0,2.8742,2.2388,3.1159,0.5163,1242,982,669,930,527,830,554,259,0.7059,0.7059,0.9,0.9
3,1,563,2.2083,1.4961,3.0415,0.8129,1.4469,1203,1110,715,808,398,771,700,310,0.7059,0.7059,0.9,0.9
1,1,873,1.2588,1.9873,3.0825,0.4293,1.7305,705,852,1215,1078,653,293,417,801,0.9,0.7059,0.9,0.9
2,1,698,3.0208,0.6088,1.5407,0.1914,0.7003,900,679,1001,1231,809,489,257,596,0.7059,0.9,0.7059,0.9
4,1,883,1.7445,2.8157,0.6524,2.0183,0.7528,1155,1163,751,765,341,734,739,350,0.9,0.9,0.7059,0.7059
3,1,932,2.6406,2.7656,2.747,3.0078,1.0902,727,1121,1199,794,389,304,700,765,0.7059,0.9,0.7059,0.7059
0,1,588,0,2.8494,1.0433,1.4666,2.854,696,876,1230,1036,628,266,448,821,0.7059,0.7059,0.7059,0.7059
4,0,944,0.305,2.4945,1.8356,2.4041,1.6672,1230,1061,700,862,426,805,646,267,0.7059,0.9,0.9,0.7059
1,1,767,0.2907,0.2027,2.0778,1.4187,1.6474,1215,831,699,1090,676,797,398,286,0.9,0.7059,0.7059,0.7059
0,0,973,0,0.2257,1.1753,0.3563,2.1756,1095,701,841,1212,787,657,276,423,0.7059,0.7059,0.9,0.9
4,0,1018,0.1849,1.2259,2.2369,1.4027,1.2063,1152,1161,751,752,326,745,755,353,0.7059,0.7059,0.9,0.9
0,1,598,0,1.9114,1.8568,0.7635,0.9221,1211,842,692,1067,652,799,413,284,0.7059,0.7059,0.7059,0.9
0,1,714,0,1.45,1.5199,3.0059,3.1263,673,980,1246,930,529,267,570,812,0.9,0.9,0.9,0.9
0,0,458,0,1.6682,1.047,0.7242,1.3835,837,709,1087,1217,786,405,296,653,0.7059,0.7059,0.7059,0.9
1,0,820,2.3962,0.3553,1.2252,1.3492,0.7039,768,1165,1171,758,342,337,728,748,0.7059,0.9,0.9,0.9
0,0,1056,0,0.9469,1.0826,2.1589,0.1076,874,1237,1066,698,273,439,796,643,0.9,0.7059,0.7059,0.7059
2,0,1010,2.563,2.8975,2.8499,0.975,1.515,1094,1196,823,723,287,689,775,397,0.9,0.9,0.9,0.7059
0,0,494,0,1.8055,0.7659,2.75,2.9446,1238,1053,686,885,442,807,633,280,0.9,0.7059,0.9,0.9
1,0,597,0.1273,2.2839,1.4455,0.8446,2.4495,1054,1223,863,688,262,641,813,455,0.9,0.7059,0.7059,0.9
4,1,626,1.2723,0.3971,0.3249,2.1722,0.1767,767,1163,1149,756,336,358,754,721,0.7059,0.9,0.9,0.7059
0,0,989,0,2.1734,2.9937,3.1184,2.3844,1061,1215,865,692,269,625,796,454,0.7059,0.9,0.7059,0.7059
0,0,610,0,2.7733,0.8442,2.9295,0.9361,1229,893,682,1028,610,813,471,264,0.7059,0.9,0.7059,0.7059
0,0,1662,0,3.0949,1.1246,0.2954,2.0635,1219,855,704,1083,655,807,418,283,0.9,0.9,0.9,0.9
2,0,640,2.8674,1.4005,0.1261,0.8921,1.473,832,1200,1101,714,298,400,794,683,0.7059,0.9,0.7059,0.9
0,0,698,0,1.4423,2.3573,0.4206,0.286,1217,865,686,1051,631,795,432,278,0.9,0.7059,0.9,0.7059
0,0,859,0,1.8376,0.1346,1.7688,0.2363,994,1248,950,669,255,556,826,523,0.7059,0.9,0.9,0.7059
0,0,1061,0,1.6738,0.236,2.3289,2.2714,1231,925,676,1000,569,821,516,249,0.7059,0.7059,0.7059,0.9
1,1,663,0.5123,0.5448,2.89,2.6241,0.8977,979,1232,957,671,254,564,816,537,0.7059,0.7059,0.9,0.9
0,1,1425,0,0.1724,1.5977,1.9933,0.9344,955,1248,957,686,256,535,827,546,0.7059,0.9,0.9,0.7059
4,0,580,3.1096,2.282,0.494,0.6383,0.0678,1142,740,772,1168,759,721,336,347,0.7059,0.9,0.7059,0.7059
0,1,1201,0,0.7806,0.1523,3.0573,2.7608,1227,898,688,1025,622,810,464,269,0.9,0.7059,0.7059,0.9
3,1,709,2.1144,0.8455,1.7077,2.0412,1.838,1227,1064,709,841,430,808,651,281,0.7059,0.7059,0.7059,0.9
0,0,533,0,0.7611,2.7291,2.543,2.8969,668,936,1232,987,556,258,527,812,0.9,0.7059,0.9,0.7059
4,0,548,3.0203,0.2921,2.9785,2.085,2.6404,1007,685,920,1240,814,576,259,494,0.9,0.9,0.7059,0.9
3,1,843,0.0233,1.8085,3.0269,3.0392,3.0892,860,1216,1056,706,274,425,800,649,0.7059,0.9,0.7059,0.7059
3,1,718,1.9497,0.0442,1.6603,1.4916,2.985,1162,1145,755,772,352,753,732,326,0.7059,0.9,0.9,0.9
0,0,637,0,1.4418,0.161,0.2046,3.0658,1161,741,766,1166,759,738,337,350,0.9,0.7059,0.7059,0.9
0,0,656,0,2.8275,1.5658,1.3413,2.945,943,674,985,1249,833,516,254,545,0.7059,0.9,0.7059,0.9
0,0,1466,0,0.4094,0.3881,2.9121,1.6173,734,807,1193,1118,713,311,388,776,0.7059,0.7059,0.9,0.7059
4,0,988,0.1914,1.8115,1.2819,0.7253,1.189,1174,1132,745,784,367,758,710,326,0.9,0.9,0.7059,0.7059
2,1,600,0.9658,0.9117,0.8345,1.5914,1.8259,904,670,1022,1248,814,486,254,586,0.7059,0.7059,0.9,0.9
4,1,1125,0.501,2.1979,2.7541,1.9911,1.2965,896,1224,1023,677,271,478,817,600,0.7059,0.9,0.9,0.7059
4,1,1588,1.3945,0.172,2.4366,2.284,2.2159,667,962,1252,958,527,259,552,827,0.7059,0.9,0.7059,0.9
3,0,609,0.7389,1.1434,0.9487,1.3714,1.4057,730,1120,1179,786,369,306,694,775,0.9,0.9,0.7059,0.7059
0,0,573,0,0.3435,2.9806,0.7011,0.7948,1233,1004,690,917,484,810,592,267,0.9,0.7059,0.9,0.9
0,0,854,0,0.2776,0.3316,1.4547,2.614,681,931,1232,992,575,262,507,813,0.7059,0.7059,0.7059,0.9
0,0,856,0,1.6701,1.7047,3.1123,3.1275,687,994,1240,924,511,270,568,812,0.7059,0.9,0.9,0.9
0,0,882,0,0.3624,1.0332,2.049,2.4494,1204,1086,716,836,418,799,669,301,0.9,0.9,0.7059,0.7059
0,0,555,0,0.9801,0.1877,0.6581,1.9854,1240,966,679,947,542,812,536,262,0.7059,0.9,0.9,0.7059
2,1,857,0.5179,3.0386,1.1979,0.0403,1.3964,1141,1185,774,736,330,736,760,344,0.7059,0.7059,0.9,0.7059
4,0,1163,0.2788,1.4299,2.4711,1.1911,1.2857,1098,705,817,1216,796,679,281,403,0.9,0.7059,0.7059,0.7059
1,1,2001,1.7921,2.8914,0.8005,1.4196,1.0722,790,1177,1128,741,329,372,771,712,0.7059,0.9,0.9,0.9
0,0,853,0,2.4699,2.3202,1.4436,2.5192,988,1243,939,683,253,565,821,506,0.7059,0.9,0.7059,0.9
3,1,679,2.4395,2.727,2.5545,1.0002,2.9417,1179,1133,730,774,367,771,708,313,0.9,0.9,0.9,0.7059
3,1,1096,0.8078,0.1467,0.7259,2.4266,2.4782,1178,1132,735,789,372,767,708,306,0.7059,0.7059,0.9,0.7059
2,0,897,2.8348,1.5829,0.1938,2.6079,1.073,713,854,1220,1088,666,276,413,790,0.7059,0.9,0.9,0.9
1,1,658,0.7459,2.1233,1.7126,1.5069,0.9826,941,1241,990,688,266,523,812,575,0.7059,0.7059,0.7059,0.9
0,0,1044,0,1.6178,1.944,1.9674,1.6765,1130,744,780,1190,762,711,316,365,0.9,0.9,0.9,0.9
0,0,1214,0,1.8289,3.0221,2.1369,1.269,750,770,1162,1154,730,338,338,732,0.7059,0.7059,0.7059,0.9
0,1,1122,0,1.0996,2.2632,0.577,2.9979,1234,1007,678,905,491,810,608,267,0.9,0.7059,0.7059,0.7059
0,0,1570,0,1.694,2.594,1.1137,1.6359,1027,1244,905,685,270,602,815,482,0.9,0.9,0.7059,0.9
3,1,847,2.7369,0.9471,2.4301,2.1609,0.4312,678,1020,1244,879,467,269,614,824,0.7059,0.7059,0.9,0.7059
3,0,330,1.6203,0.2477,2.2995,0.9079,1.4635,1014,690,889,1236,804,589,262,469,0.9,0.9,0.9,0.9
4,1,681,2.0002,2.5434,2.4358,1.4665,2.1766,669,970,1252,948,521,261,545,829,0.7059,0.7059,0.7059,0.9
2,0,746,2.1731,2.445,1.4273,1.3701,2.8065,1205,1092,702,813,392,784,689,283,0.7059,0.7059,0.7059,0.7059
0,0,377,0,0.1393,1.2769,2.5709,1.0359,898,1224,1020,685,258,480,821,603,0.9,0.7059,0.7059,0.7059
0,0,470,0,2.4988,0.8136,1.9719,1.8844,1160,758,744,1160,726,756,347,346,0.7059,0.9,0.7059,0.7059
0,0,2360,0,2.4698,1.6286,2.472,2.8762,1220,874,686,1049,642,816,445,282,0.7059,0.9,0.7059,0.9
0,0,902,0,0.5301,2.6341,0.8508,0.891,813,722,1103,1190,770,396,296,701,0.9,0.7059,0.7059,0.7059
1,1,646,2.7427,0.969,2.2931,1.3534,2.3343,758,779,1174,1150,721,328,364,759,0.7059,0.9,0.9,0.7059
4,1,1384,1.1211,2.7937,2.2682,3.1301,2.7963,690,1005,1251,935,496,250,585,815,0.9,0.7059,0.7059,0.7059
1,1,837,2.6975,2.4437,2.9211,0.6334,3.1229,1244,885,677,1029,616,806,477,265,0.7059,0.7059,0.7059,0.9
0,0,608,0,2.1121,0.8552,2.026,0.5378,672,1010,1245,908,497,263,585,830,0.7059,0.7059,0.7059,0.7059
4,0,1628,0.7858,1.0126,2.0787,2.0795,1.6259,887,1229,1032,689,267,456,804,629,0.9,0.9,0.9,0.7059
3,1,639,0.634,1.7648,1.6426,0.9663,1.4973,1206,804,720,1110,702,769,370,307,0.7059,0.7059,0.9,0.9
3,1,1586,1.2924,1.8009,2.8706,0.6442,0.4397,1232,1066,703,850,423,800,654,289,0.7059,0.7059,0.9,0.9
0,0,854,0,0.5516,0.8348,0.8256,0.1042,769,1172,1141,758,334,354,744,715,0.7059,0.9,0.9,0.9
0,0,824,0,1.7593,0.7471,1.7433,3.0206,688,946,1235,976,551,269,514,813,0.9,0.9,0.7059,0.9
4,1,932,1.3001,2.107,2.001,0.9329,0.8756,719,831,1220,1087,680,282,407,796,0.7059,0.7059,0.9,0.9
0,0,923,0,1.7133,2.0504,0.8908,2.6976,775,738,1137,1185,746,364,329,717,0.9,0.9,0.7059,0.7059
3,0,1186,2.5383,1.6665,0.459,1.1399,2.6639,752,768,1177,1141,719,332,364,745,0.7059,0.9,0.9,0.9
0,0,783,0,0.335,3.1172,0.8237,2.5881,677,943,1241,986,545,259,521,821,0.7059,0.7059,0.7059,0.9
4,1,620,1.8774,1.0034,2.1045,1.6228,3.1041,674,960,1234,962,560,268,528,817,0.9,0.9,0.7059,0.9
4,0,1440,1.0774,1.5361,2.8941,1.0085,0.5335,1144,762,760,1165,747,727,335,342,0.7059,0.9,0.9,0.7059
1,0,1410,2.5222,1.9368,0.6153,2.5863,1.8056,1144,1176,786,747,322,706,755,370,0.7059,0.9,0.7059,0.9
0,0,542,0,2.4799,1.4663,2.8118,1.2239,1041,691,875,1231,818,633,270,447,0.9,0.7059,0.9,0.9
0,1,565,0,2.8576,1.5435,2.7248,0.4408,682,968,1247,944,530,263,549,831,0.7059,0.9,0.7059,0.7059
0,1,634,0,1.406,0.7105,3.0422,0.2878,707,1070,1224,848,434,282,659,810,0.7059,0.7059,0.7059,0.7059
2,0,557,3.0078,0.5769,2.3229,0.6539,2.0914,994,1240,926,689,249,578,825,513,0.9,0.9,0.9,0.9
3,1,563,1.3461,2.6419,1.2439,0.1244,1.5931,927,1231,1013,670,255,508,812,588,0.9,0.9,0.9,0.7059
0,1,1385,0,2.032,0.2765,1.8475,0.896,689,1025,1226,883,466,265,612,808,0.9,0.9,0.9,0.7059
2,1,622,1.6697,1.8653,0.8767,1.7584,1.9727,988,1238,927,675,265,570,824,504,0.7059,0.7059,0.9,0.7059
4,0,1097,2.459,1.5,1.4322,2.9104,0.0645,919,671,985,1233,820,503,257,575,0.9,0.9,0.7059,0.7059
2,1,914,1.8438,2.9919,0.8782,2.1914,0.4378,1071,696,857,1213,811,656,285,436,0.9,0.7059,0.7059,0.9
0,0,2026,0,1.2843,2.3451,2.7704,1.8868,972,1232,955,687,266,557,826,532,0.9,0.9,0.7059,0.9
0,0,1053,0,2.2687,0.9649,2.241,2.0151,1202,817,702,1090,669,776,408,294,0.9,0.9,0.9,0.9
3,0,919,0.213,2.7792,1.5817,2.5686,2.6509,1131,1176,786,728,321,719,765,354,0.7059,0.7059,0.9,0.7059
0,0,694,0,0.8849,1.7996,1.2366,1.429,1134,755,777,1170,757,715,314,351,0.9,0.9,0.7059,0.7059
0,1,775,0,1.4599,2.9662,0.4987,2.2392,1053,1236,877,681,280,630,802,449,0.9,0.7059,0.7059,0.7059
4,1,548,1.2525,0.7486,0.1913,2.1698,2.9039,727,798,1175,1134,705,308,375,777,0.9,0.9,0.9,0.7059
0,0,739,0,2.1976,1.516,1.6563,2.977,1168,1152,768,762,346,743,741,333,0.9,0.7059,0.7059,0.9
0,0,529,0,2.5055,1.2628,3.0167,1.4112,1234,1060,686,875,438,800,639,279,0.9,0.7059,0.9,0.7059
3,1,1161,1.4564,2.1926,0.0649,0.5428,1.3987,899,698,1035,1227,815,479,275,616,0.9,0.9,0.7059,0.7059
0,0,1095,0,0.7341,1.253,0.1285,0.5821,720,796,1204,1118,688,303,387,781,0.7059,0.9,0.9,0.7059
2,1,600,2.7991,0.2895,2.9373,1.931,2.211,1016,675,885,1227,813,611,269,464,0.7059,0.7059,0.7059,0.9
0,1,1204,0,0.0058,1.6429,2.8308,2.8547,887,690,1042,1240,821,452,278,607,0.9,0.9,0.9,0.7059
0,0,680,0,2.7238,1.7333,3.0969,2.3971,1234,1012,681,924,501,829,590,270,0.9,0.7059,0.7059,0.7059
0,0,626,0,0.7753,1.359,1.9116,1.495,918,1230,992,683,255,501,818,579,0.7059,0.7059,0.7059,0.9
0,0,765,0,2.5375,1.8908,3.0968,0.6252,1167,771,753,1150,729,754,351,319,0.9,0.7059,0.9,0.7059
0,0,659,0,2.6809,2.2871,1.2435,0.2124,713,818,1196,1093,688,293,407,791,0.9,0.9,0.7059,0.9
0,0,1237,0,2.8555,1.1424,3.1082,1.9052,715,811,1203,1104,682,298,387,775,0.7059,0.7059,0.7059,0.7059
1,1,640,1.5501,0.1254,1.7784,3.0437,2.2186,1081,713,823,1202,784,664,277,402,0.9,0.7059,0.9,0.7059
4,1,922,0.9018,1.8032,1.4691,0.1837,0.3422,816,715,1096,1209,782,412,288,666,0.7059,0.9,0.7059,0.7059
2,0,914,0.0352,0.1554,2.3184,1.8147,1.2273,1180,776,738,1146,714,763,361,322,0.7059,0.9,0.9,0.7059
0,0,514,0,0.0412,1.3758,0.0989,1.7156,1144,1193,780,724,313,712,774,368,0.9,0.9,0.7059,0.9
0,0,1306,0,0.1766,2.4908,1.5599,1.1527,1160,1174,764,757,339,729,750,336,0.7059,0.7059,0.9,0.7059
4,1,682,1.8412,0.1527,1.7964,0.3214,0.4901,999,1243,922,691,269,580,828,507,0.9,0.7059,0.7059,0.7059
4,0,554,2.2246,1.3426,2.6596,1.1744,0.8254,772,766,1150,1157,738,334,336,747,0.7059,0.7059,0.9,0.9
0,1,744,0,3.039,0.0856,1.7017,2.0243,1233,980,681,954,518,834,551,262,0.7059,0.7059,0.7059,0.9
2,1,614,1.1836,2.8398,1.1094,1.0103,2.688,1004,1227,910,692,263,597,814,489,0.7059,0.7059,0.7059,0.9
0,1,810,0,1.7411,0.7343,0.8824,0.2745,1105,719,800,1203,790,705,314,398,0.7059,0.9,0.9,0.7059
4,0,446,2.1478,1.8534,3.0845,0.1464,0.3208,1166,1141,745,776,368,760,722,332,0.9,0.9,0.9,0.7059
1,1,641,0.5174,1.2591,0.4933,0.7529,1.175,714,1121,1194,817,389,301,691,772,0.7059,0.7059,0.9,0.7059
0,0,476,0,0.6455,2.6055,2.5617,1.2665,677,875,1225,1034,605,265,470,810,0.9,0.7059,0.9,0.9
0,0,908,0,2.4203,1.0015,1.5623,2.4672,739,805,1198,1127,704,319,381,762,0.9,0.7059,0.7059,0.9
0,0,484,0,1.3226,2.465,2.9864,1.4014,793,723,1135,1203,760,382,307,712,0.9,0.9,0.7059,0.9
0,0,549,0,2.2178,1.3945,3.1275,1.2367,1206,803,729,1104,687,781,376,313,0.7059,0.9,0.9,0.9
1,0,460,2.8879,0.3789,1.4367,2.9957,2.3653,978,683,942,1249,811,554,254,533,0.7059,0.7059,0.7059,0.9
1,1,470,2.4452,0.7668,0.0921,0.0932,0.0437,1165,1160,750,774,340,750,738,326,0.9,0.7059,0.7059,0.9
0,0,783,0,3.103,0.756,2.9299,0.3288,1038,680,885,1226,804,611,258,459,0.7059,0.9,0.9,0.7059
1,0,484,2.5384,0.8152,0.9825,0.2863,0.4472,720,796,1181,1132,712,316,382,769,0.7059,0.9,0.9,0.7059
0,0,509,0,2.1119,0.7298,0.1254,0.1294,1024,686,877,1222,824,604,269,479,0.7059,0.9,0.7059,0.9
1,1,445,1.3113,0.0214,0.4933,1.6743,2.6703,704,827,1196,1092,670,284,405,791,0.7059,0.9,0.9,0.7059
0,0,600,0,1.698,1.8905,0.6557,2.8195,1060,1228,847,698,276,638,811,442,0.7059,0.9,0.9,0.9
3,1,604,1.7961,1.0793,1.5633,0.8717,0.4744,693,1026,1240,900,459,265,609,821,0.7059,0.7059,0.9,0.7059
0,0,528,0,0.4483,1.3769,2.969,0.9398,789,732,1132,1186,770,371,299,701,0.7059,0.9,0.7059,0.7059
4,1,976,2.1391,0.642,1.5179,0.2958,0.4382,1016,1237,888,692,274,611,818,480,0.7059,0.7059,0.9,0.9
2,0,557,1.5615,0.4581,2.1837,1.8666,1.5687,1251,985,687,950,525,823,552,253,0.7059,0.7059,0.9,0.9
4,1,1747,1.8003,0.4484,0.163,0.9208,1.2436,1073,1210,838,704,294,656,800,408,0.9,0.7059,0.9,0.7059
0,0,962,0,1.6853,0.4223,1.6667,1.917,892,1239,1052,677,258,468,800,611,0.9,0.9,0.9,0.7059
0,0,1720,0,2.1398,1.6124,1.6903,2.381,1183,790,731,1125,692,780,372,317,0.7059,0.7059,0.9,0.9
1,1,1031,2.1378,2.7676,1.1821,2.2496,1.4863,692,1000,1239,929,487,254,576,832,0.7059,0.9,0.7059,0.7059
3,1,1226,0.6861,2.5648,1.9138,0.635,2.9248,714,814,1192,1117,696,307,380,778,0.9,0.7059,0.9,0.9
4,0,525,0.0631,2.0547,0.4012,1.3893,0.0097,1181,1156,738,764,348,743,735,328,0.9,0.7059,0.9,0.7059
