target,response,RT,delta,orientation1,orientation2,orientation3,orientation4,x1,x2,x3,x4,y1,y2,y3,y4,ecc1,ecc2,ecc3,ecc4
4,1,540,0.3324,0.2434,2.6723,0.454,1.1639,1146,1157,773,750,327,738,738,354,0.9,0.6309,0.9,0.9
1,0,507,1.9194,2.1888,2.441,1.5768,1.3367,1133,1171,785,750,320,718,755,353,0.9,0.9,0.9,0.6309
4,1,339,2.0981,2.0529,1.5383,3.0563,2.3515,1068,1208,835,693,275,658,790,413,0.6309,0.6309,0.6309,0.6309
0,0,474,0,0.6393,2.5566,1.236,0.1683,772,1152,1149,757,333,336,730,736,0.6309,0.9,0.9,0.6309
0,0,371,0,1.5346,0.5022,2.0949,0.0563,774,760,1164,1160,741,353,331,744,0.6309,0.9,0.6309,0.9
0,1,704,0,0.6416,2.4103,0.2198,2.9846,727,805,1204,1110,692,300,382,776,0.9,0.9,0.6309,0.9
4,1,640,0.296,0.0506,2.8147,1.6191,1.7107,1126,1184,797,749,324,711,765,365,0.9,0.6309,0.6309,0.6309
2,1,739,2.54,0.3778,1.9649,1.089,1.0512,1088,1224,832,699,294,659,784,404,0.6309,0.6309,0.9,0.6309
2,1,410,2.2568,0.2213,2.662,2.1359,0.4293,1184,791,735,1148,713,758,361,313,0.9,0.9,0.9,0.9
0,0,382,0,1.1925,1.4972,2.8648,0.0467,717,813,1207,1127,694,305,384,765,0.6309,0.6309,0.9,0.9
3,0,451,2.3986,2.8069,1.4634,1.762,1.5534,851,711,1069,1224,801,434,282,661,0.9,0.6309,0.6309,0.9
3,0,398,0.2862,0.3876,1.3918,2.8241,1.111,770,754,1156,1161,746,335,337,723,0.6309,0.9,0.6309,0.9
2,0,450,2.5936,2.0413,2.2115,2.9289,2.1603,1070,1227,843,691,271,658,800,423,0.9,0.6309,0.6309,0.9
4,0,565,0.2853,2.95,2.5618,0.0043,0.0097,804,711,1100,1194,769,390,298,682,0.6309,0.6309,0.6309,0.6309
0,0,363,0,2.833,1.318,1.1251,1.5362,666,971,1248,957,521,250,540,824,0.9,0.9,0.6309,0.9
0,0,401,0,0.738,1.2532,0.8423,2.6154,970,667,944,1242,833,555,247,530,0.9,0.9,0.6309,0.6309
0,0,605,0,0.6965,0.688,1.6406,1.3616,1243,979,667,938,533,822,566,266,0.6309,0.9,0.9,0.9
0,0,538,0,2.8162,1.515,0.0443,1.9568,684,919,1247,996,582,262,510,820,0.9,0.9,0.9,0.6309
0,1,456,0,1.3734,1.1933,3.0777,1.2535,865,1217,1066,702,272,437,814,645,0.9,0.9,0.9,0.9
0,0,418,0,0.0429,1.1751,2.8987,1.7168,915,1232,999,672,266,491,816,595,0.6309,0.9,0.9,0.6309
0,0,486,0,0.6278,1.908,1.706,0.51,943,686,979,1246,820,524,265,542,0.6309,0.6309,0.9,0.6309
0,1,464,0,0.0189,2.5193,1.5627,1.6897,1156,772,765,1146,739,754,350,330,0.6309,0.9,0.9,0.9
1,1,378,2.2118,1.6056,0.0872,3.1114,1.5737,720,1091,1214,825,396,303,678,795,0.6309,0.9,0.9,0.6309
1,0,1151,0.3751,2.8988,1.7727,1.3555,1.0614,1241,1015,685,911,483,809,595,273,0.9,0.6309,0.6309,0.9
0,1,518,0,2.9748,1.6025,2.4878,1.4205,1202,793,729,1132,715,773,384,302,0.6309,0.6309,0.9,0.9
0,0,470,0,1.103,0.1706,2.2265,3.1194,722,804,1208,1105,690,304,395,783,0.6309,0.6309,0.9,0.6309
0,0,608,0,1.1989,1.7834,2.7893,2.6482,1139,735,796,1187,772,707,316,378,0.9,0.6309,0.6309,0.6309
0,0,372,0,2.5959,3.114,1.646,2.9073,1242,972,673,941,516,832,555,251,0.6309,0.6309,0.9,0.9
4,0,593,0.2947,2.3844,3.1207,1.1206,2.3652,784,734,1149,1182,758,356,321,725,0.6309,0.6309,0.6309,0.9
4,1,605,0.6564,1.2239,2.4357,0.5635,0.3436,1116,734,806,1191,767,695,317,385,0.9,0.6309,0.9,0.6309
4,1,385,1.0215,0.5471,2.289,1.6785,0.795,1097,713,818,1199,793,679,299,403,0.9,0.6309,0.9,0.9
0,0,391,0,0.7599,2.3871,0.914,0.8716,942,680,982,1242,833,518,247,548,0.6309,0.9,0.9,0.6309
1,1,364,1.3285,2.5664,0.5952,0.3886,2.5792,1181,1153,747,775,349,754,718,330,0.9,0.9,0.9,0.9
0,0,434,0,0.1025,1.0429,2.3523,2.0243,715,819,1214,1086,684,291,393,799,0.6309,0.9,0.6309,0.9
3,1,349,1.2361,1.1772,1.3727,0.956,0.9138,677,936,1235,975,546,261,529,832,0.9,0.9,0.9,0.6309
2,0,508,2.1838,0.4391,2.3623,0.7596,2.0435,1175,782,729,1125,722,762,362,317,0.9,0.6309,0.9,0.9
0,0,492,0,1.795,1.9751,2.7576,2.0808,1165,768,750,1168,738,744,333,342,0.6309,0.9,0.6309,0.9
0,0,668,0,0.6446,1.3796,0.0856,2.7526,1149,1180,772,739,319,712,765,361,0.6309,0.9,0.6309,0.9
2,1,398,0.4798,2.618,0.64,1.7103,2.7487,772,745,1151,1167,755,337,345,723,0.9,0.9,0.6309,0.6309
1,1,387,2.5815,0.7821,1.214,1.3554,2.6103,1223,830,709,1098,664,781,408,284,0.9,0.9,0.9,0.9
0,0,656,0,2.4129,0.7323,1.8453,1.4419,1182,768,740,1142,713,759,349,312,0.9,0.9,0.6309,0.9
3,0,402,2.4817,1.1965,1.9936,1.1411,1.2806,742,1155,1158,770,354,333,725,749,0.6309,0.6309,0.6309,0.6309
1,1,527,1.4875,0.7972,0.4166,1.7122,2.6006,1210,809,709,1111,683,788,400,287,0.9,0.6309,0.6309,0.6309
0,1,558,0,3.1183,1.4321,1.3384,0.6698,688,865,1217,1056,633,277,442,813,0.6309,0.9,0.6309,0.9
0,0,316,0,1.8643,1.8384,2.0976,2.0358,839,1226,1084,702,273,420,807,647,0.6309,0.6309,0.9,0.9
2,1,364,1.0131,3.0657,1.745,2.6587,1.282,904,1231,1018,680,254,475,822,618,0.9,0.9,0.9,0.6309
1,1,466,2.708,2.4188,2.6062,2.2182,1.8703,1231,966,668,976,538,815,527,254,0.9,0.6309,0.6309,0.9
0,0,412,0,1.8893,2.4807,2.5107,0.1557,686,1022,1244,909,471,268,607,827,0.9,0.9,0.6309,0.6309
0,0,352,0,1.4555,2.5785,2.9905,0.2396,1223,1036,684,890,471,805,616,275,0.6309,0.9,0.9,0.6309
0,0,327,0,1.0748,2.5671,1.6703,1.6372,1237,920,691,1007,586,808,506,263,0.9,0.9,0.6309,0.9
0,0,622,0,0.6508,1.016,0.3483,1.1788,702,1094,1211,818,399,285,685,788,0.9,0.6309,0.9,0.6309
0,0,410,0,0.8999,2.1587,0.4434,1.6088,1249,1005,686,919,493,820,594,258,0.9,0.6309,0.9,0.6309
3,1,382,1.8473,2.7377,1.5947,2.4782,1.4861,1220,828,720,1090,671,788,401,296,0.6309,0.6309,0.9,0.9
1,1,499,0.4712,2.8136,1.5158,1.3909,0.9794,869,691,1054,1234,812,450,275,641,0.6309,0.9,0.6309,0.6309
0,1,364,0,0.3568,2.8679,1.5132,2.676,1228,853,707,1072,640,813,425,279,0.6309,0.9,0.9,0.9
1,1,330,1.437,1.3742,2.3442,1.47,2.7044,909,1231,1026,675,254,482,823,595,0.9,0.6309,0.9,0.9
4,0,873,1.4086,0.3099,2.3077,2.0022,0.232,769,759,1145,1163,751,340,328,725,0.6309,0.6309,0.6309,0.6309
4,1,498,2.4154,1.6363,0.6883,2.6464,2.0827,1214,847,702,1073,648,800,423,291,0.9,0.9,0.9,0.9
0,0,427,0,2.0761,1.1117,1.0907,0.7971,1052,683,880,1235,810,621,276,455,0.9,0.9,0.9,0.9
2,0,398,0.4363,1.4337,0.1503,2.3193,0.1194,1052,689,877,1232,807,615,274,471,0.6309,0.6309,0.9,0.6309
1,1,331,2.2652,0.2858,1.7727,0.5887,1.6704,730,1143,1196,790,376,314,702,757,0.9,0.9,0.6309,0.9
3,1,330,2.056,2.9191,1.4664,0.798,1.3547,1231,1037,694,883,447,809,615,261,0.9,0.6309,0.9,0.9
0,0,441,0,0.763,2.6209,2.556,1.976,966,673,975,1232,821,539,254,539,0.9,0.6309,0.6309,0.6309
0,1,452,0,2.389,2.6872,1.2028,0.2659,1240,994,682,936,510,812,564,256,0.9,0.9,0.9,0.9
3,0,511,3.1218,2.1303,0.1649,2.517,2.1318,1054,685,867,1224,818,632,272,458,0.6309,0.6309,0.6309,0.9
0,0,543,0,0.445,1.3757,1.1008,1.5032,1100,1209,804,710,302,685,783,393,0.6309,0.6309,0.6309,0.9
1,0,518,1.6778,1.8037,1.5297,0.8238,1.8208,1151,761,775,1168,754,743,345,334,0.9,0.6309,0.9,0.9
4,0,693,2.1332,0.7553,2.1517,2.6366,3.0478,688,895,1243,1020,603,264,474,812,0.6309,0.6309,0.9,0.9
0,0,470,0,2.5981,0.9679,1.2641,2.7779,1225,1039,696,864,446,803,614,273,0.9,0.9,0.9,0.9
0,0,384,0,1.592,1.1978,0.204,1.1265,676,927,1241,992,558,270,521,816,0.9,0.6309,0.6309,0.6309
3,1,470,0.0036,0.5505,0.607,1.9365,0.8451,1066,1212,845,699,280,649,794,431,0.6309,0.9,0.6309,0.9
0,0,631,0,2.9268,2.4602,2.1541,1.4647,686,975,1253,933,513,253,556,824,0.6309,0.6309,0.9,0.6309
0,0,539,0,1.5648,1.5313,0.7209,0.2688,851,699,1073,1224,804,427,273,656,0.9,0.9,0.6309,0.6309
4,0,529,2.147,0.5867,0.7766,0.1702,1.9131,1236,920,681,1016,589,812,496,257,0.9,0.9,0.6309,0.6309
1,0,585,1.8918,1.8298,1.3226,0.2892,0.0755,955,1239,983,669,256,530,811,555,0.6309,0.6309,0.6309,0.9
0,0,710,0,1.1918,2.7164,1.3193,0.7536,1112,1186,800,719,314,712,762,379,0.6309,0.6309,0.9,0.6309
3,1,414,2.1241,0.2999,0.1118,2.7842,0.7758,939,677,986,1249,823,518,262,546,0.6309,0.6309,0.9,0.9
0,0,434,0,2.144,1.1251,3.1005,0.2639,684,969,1252,968,530,256,545,830,0.9,0.9,0.9,0.6309
0,0,517,0,2.3681,0.4145,1.1182,1.2437,1144,738,765,1173,759,732,318,358,0.6309,0.9,0.9,0.6309
1,0,397,0.7421,3.1341,1.6054,2.7442,0.2206,976,676,942,1253,832,563,246,509,0.9,0.6309,0.9,0.9
2,1,458,1.6161,1.7184,1.266,0.3363,2.275,1143,1165,783,755,332,716,757,345,0.9,0.9,0.6309,0.9
0,0,564,0,1.1929,2.8413,2.1374,1.1901,1166,1158,746,761,348,754,736,320,0.6309,0.6309,0.6309,0.9
4,1,882,1.3826,1.9726,1.4149,1.4879,2.9836,817,709,1102,1199,781,405,305,691,0.9,0.6309,0.9,0.6309
0,0,516,0,0.1826,1.4381,2.2689,1.065,799,1195,1128,734,305,376,759,706,0.9,0.9,0.6309,0.9
3,0,476,2.0281,2.8688,2.0859,1.2227,2.3248,1228,845,694,1071,658,805,417,281,0.6309,0.9,0.6309,0.9
0,0,501,0,0.9094,0.2148,0.2669,0.2147,798,1189,1104,711,313,398,790,704,0.6309,0.9,0.9,0.9
1,0,646,1.0291,2.4347,0.5193,2.8658,1.0028,706,1084,1198,819,413,283,680,780,0.6309,0.9,0.9,0.6309
1,0,528,0.3318,2.3819,2.7867,0.2161,0.5766,1251,992,676,943,523,822,560,246,0.9,0.9,0.6309,0.9
2,1,400,1.333,2.2709,2.0989,0.5618,1.7294,1040,679,897,1238,821,612,274,459,0.6309,0.9,0.9,0.9
0,0,388,0,2.2903,0.6365,0.6795,3.0672,1126,1199,801,715,303,687,779,384,0.6309,0.9,0.6309,0.9
0,0,353,0,0.2651,3.0539,0.0988,2.6245,1202,806,716,1097,685,794,394,307,0.6309,0.6309,0.9,0.6309
0,1,624,0,2.2388,1.188,0.782,0.7944,1249,930,669,984,571,811,505,270,0.9,0.6309,0.6309,0.6309
0,0,555,0,2.9468,0.4388,1.2375,3.0805,1182,1146,737,789,364,757,704,322,0.9,0.6309,0.6309,0.6309
4,1,337,1.0924,2.9914,1.7067,0.7898,1.8176,1106,718,826,1206,792,679,293,392,0.9,0.9,0.9,0.9
4,1,344,1.6988,2.5489,0.2652,1.669,2.5152,1233,988,688,948,509,811,555,268,0.9,0.6309,0.9,0.9
1,0,415,2.0085,0.3734,1.1943,2.5536,0.7668,1136,759,761,1168,759,723,321,347,0.6309,0.9,0.9,0.9
1,1,355,1.0041,0.6739,2.136,1.7508,2.6725,1073,1219,860,684,278,639,812,437,0.9,0.9,0.6309,0.9
1,0,473,1.1002,2.1467,1.9118,0.6901,1.2764,1161,1151,765,771,347,756,743,341,0.6309,0.6309,0.9,0.9
2,0,778,0.5927,2.6015,1.5942,1.1503,0.712,1023,1246,902,694,263,593,811,477,0.6309,0.6309,0.9,0.6309
2,1,544,1.9726,2.82,0.9066,0.8452,1.8667,924,1250,1011,683,267,494,813,572,0.6309,0.6309,0.6309,0.9
0,0,334,0,1.4231,1.1956,2.9087,2.3274,1248,980,676,938,514,822,566,266,0.6309,0.9,0.6309,0.9
0,0,366,0,0.1088,1.4172,0.0433,1.4882,1043,679,868,1219,804,634,265,449,0.9,0.6309,0.9,0.6309
0,0,444,0,1.6465,0.3776,0.5586,2.2183,1213,811,718,1087,689,784,393,288,0.6309,0.6309,0.9,0.9
0,0,390,0,0.4926,1.0243,0.9867,2.8102,681,944,1239,953,535,268,534,821,0.9,0.6309,0.6309,0.6309
0,0,395,0,1.2266,2.3197,3.0676,1.644,833,1207,1093,693,290,425,802,653,0.9,0.9,0.9,0.9
2,0,304,0.2162,0.2612,1.4506,0.0955,2.3662,1230,1051,690,883,450,807,629,260,0.6309,0.9,0.6309,0.6309
1,1,360,1.5063,1.886,0.267,2.8977,0.1684,1010,1244,918,693,268,595,819,486,0.9,0.6309,0.9,0.9
0,0,318,0,1.8757,1.3528,2.2956,0.8205,794,726,1125,1194,768,377,311,701,0.9,0.6309,0.6309,0.6309
0,0,390,0,3.1339,1.6253,3.1118,0.7117,783,1193,1137,722,303,382,775,700,0.9,0.9,0.9,0.6309
4,1,411,1.0717,2.6903,2.8267,0.6844,0.2418,907,1239,998,680,271,489,810,577,0.6309,0.6309,0.6309,0.6309
0,0,463,0,1.5605,2.7179,0.2137,3.0428,804,732,1118,1183,758,367,310,707,0.6309,0.6309,0.9,0.9
3,1,313,1.5551,3.0825,2.708,0.2633,1.061,671,941,1241,989,576,267,505,827,0.6309,0.6309,0.9,0.6309
1,1,393,1.9974,2.3887,1.835,1.2659,1.6023,949,1240,969,683,261,534,811,557,0.9,0.6309,0.9,0.9
0,0,414,0,1.7879,2.749,1.0951,0.1317,728,774,1173,1126,717,313,372,758,0.9,0.9,0.9,0.6309
2,0,442,1.9082,2.6233,1.4746,1.2999,1.5794,769,768,1161,1157,749,333,347,750,0.6309,0.6309,0.9,0.6309
0,1,492,0,0.3089,2.7005,0.0868,2.8248,1121,720,786,1194,765,715,300,364,0.6309,0.9,0.9,0.9
0,0,461,0,0.2406,2.3264,1.4342,2.0994,1230,1043,701,871,458,797,626,278,0.9,0.6309,0.6309,0.9
1,1,511,2.3721,2.7141,0.6238,2.1126,2.8332,693,864,1227,1052,637,278,459,812,0.9,0.6309,0.6309,0.6309
0,0,455,0,1.8985,1.6224,0.0236,2.1643,1061,699,873,1234,818,642,261,452,0.6309,0.6309,0.6309,0.9
3,1,417,2.3287,1.5382,0.8476,3.1094,0.577,1173,778,747,1146,713,763,367,331,0.6309,0.6309,0.6309,0.9
0,0,333,0,2.3349,2.8265,0.205,1.0553,952,686,977,1245,834,543,268,546,0.6309,0.6309,0.9,0.9
2,1,404,0.687,0.2876,2.8539,1.6021,1.9318,694,1066,1228,838,429,273,662,790,0.6309,0.9,0.6309,0.9
0,0,408,0,0.7671,1.3476,0.032,1.9127,1034,696,886,1226,803,620,277,461,0.6309,0.6309,0.9,0.9
0,0,428,0,1.5331,1.564,2.9405,1.223,763,751,1149,1166,756,342,324,720,0.9,0.6309,0.6309,0.9
0,0,608,0,2.4237,2.4027,1.3228,0.1785,1108,1196,816,707,301,676,793,384,0.6309,0.6309,0.6309,0.6309
4,1,300,1.4808,1.7826,3.0435,2.5902,3.0147,1186,1130,723,791,376,768,719,320,0.9,0.6309,0.9,0.6309
3,0,428,2.9694,2.0463,2.3364,0.9486,0.2815,1201,837,702,1090,677,783,412,293,0.9,0.6309,0.9,0.9
0,0,328,0,1.1209,0.4522,2.6723,1.0614,670,1016,1245,926,499,269,585,822,0.6309,0.6309,0.9,0.6309
4,0,383,0.1056,0.976,1.2845,2.2243,0.4513,1172,764,766,1162,742,757,344,345,0.9,0.9,0.6309,0.9
2,0,404,0.6024,0.4156,2.7347,1.8942,0.8335,1176,783,755,1146,721,753,345,323,0.9,0.9,0.9,0.9
2,1,416,0.2826,0.1915,1.3851,0.2647,1.7695,1026,1231,902,682,278,610,810,470,0.6309,0.9,0.9,0.6309
4,0,372,2.6527,0.9392,0.8046,2.7852,1.4037,1210,856,693,1080,645,800,414,293,0.9,0.9,0.6309,0.9
1,1,386,1.1856,0.9371,1.5599,2.7957,1.5752,693,1004,1246,909,502,272,599,827,0.6309,0.6309,0.9,0.6309
1,1,495,0.0211,1.0776,0.6801,2.4699,2.2717,690,1016,1233,920,483,255,594,820,0.6309,0.9,0.9,0.6309
1,1,296,2.1864,0.4069,2.7642,0.1385,2.1574,1242,986,689,932,522,828,576,252,0.9,0.6309,0.9,0.6309
0,0,336,0,0.5463,1.9655,1.8068,2.3593,736,795,1184,1132,693,300,374,776,0.6309,0.9,0.6309,0.6309
4,1,351,2.645,2.9912,3.0657,0.0971,1.5516,1186,776,733,1149,716,766,345,313,0.6309,0.9,0.6309,0.9
0,0,414,0,2.2361,2.726,0.3717,0.1226,1119,1195,789,735,307,707,774,387,0.9,0.6309,0.6309,0.6309
4,1,330,1.6275,2.791,0.7325,2.7068,2.236,1168,766,762,1146,729,733,342,341,0.9,0.6309,0.9,0.9
0,1,546,0,0.9889,2.2831,1.6203,2.4839,683,889,1219,1029,631,279,457,813,0.6309,0.9,0.9,0.9
0,1,432,0,1.9092,2.9782,0.1874,0.8442,980,683,938,1244,819,552,253,512,0.9,0.6309,0.6309,0.9
0,1,747,0,2.1085,2.0496,1.6683,2.2466,972,1234,953,670,248,551,824,541,0.9,0.6309,0.9,0.9
0,1,362,0,2.4963,2.9085,0.5618,1.6259,1165,1157,747,773,342,742,731,325,0.9,0.6309,0.6309,0.6309
0,0,472,0,2.9181,2.3,2.3557,1.2796,682,950,1231,978,566,261,530,817,0.9,0.9,0.9,0.6309
4,0,386,2.4252,1.1571,2.0597,2.9474,1.9491,688,1029,1247,899,484,253,592,829,0.6309,0.6309,0.9,0.6309
3,1,479,1.4141,1.5599,0.9707,2.9871,3.085,982,1245,928,681,254,561,813,514,0.6309,0.9,0.9,0.9
4,1,440,0.9081,2.5601,0.4414,2.7642,0.2996,741,1122,1179,781,365,303,715,765,0.9,0.9,0.6309,0.9
0,0,419,0,1.657,2.2776,1.9083,1.8484,856,1225,1086,698,278,420,804,652,0.9,0.6309,0.9,0.6309
0,1,423,0,1.7216,1.7808,2.1375,1.1667,819,703,1091,1205,784,398,282,679,0.9,0.6309,0.9,0.6309
2,0,362,0.8371,0.8191,0.0716,1.3323,1.0715,1025,1241,885,697,262,620,824,471,0.9,0.6309,0.9,0.6309
0,0,368,0,2.3322,2.9451,1.6128,0.7568,668,979,1236,941,529,257,556,819,0.9,0.6309,0.6309,0.6309
0,0,342,0,2.7531,3.1409,2.7151,0.1159,1032,1236,873,698,277,623,820,461,0.9,0.6309,0.9,0.6309
0,0,997,0,0.1094,2.3808,3.0069,1.0772,1174,1155,737,777,358,755,715,331,0.6309,0.9,0.6309,0.9
0,0,466,0,2.1883,0.2031,2.3488,1.3207,1216,847,707,1076,638,806,436,270,0.6309,0.9,0.9,0.9
0,0,332,0,1.4715,1.5815,2.8605,0.6485,722,1099,1189,813,398,293,696,772,0.6309,0.9,0.6309,0.6309
0,0,315,0,1.0131,3.0667,0.874,0.2288,1242,967,687,968,536,814,532,259,0.6309,0.9,0.9,0.6309
4,1,467,0.5254,2.494,1.4737,0.9724,2.1601,984,688,942,1241,823,559,264,515,0.9,0.9,0.6309,0.9
0,1,525,0,1.6775,1.8041,1.2969,0.0464,1231,1037,695,883,459,808,630,276,0.6309,0.6309,0.6309,0.6309
0,0,524,0,0.3444,1.3753,0.8804,3.0952,1128,1176,787,731,324,708,765,365,0.6309,0.6309,0.6309,0.9
3,0,404,0.4637,0.9984,3.0927,1.7224,2.3538,1204,807,715,1120,705,776,387,295,0.9,0.6309,0.6309,0.9
0,0,400,0,2.426,1.4934,2.1391,1.3098,767,1165,1155,752,340,349,738,724,0.6309,0.9,0.9,0.9
4,0,413,1.2806,1.264,0.5713,2.69,1.8353,753,1153,1155,774,334,332,749,743,0.9,0.9,0.6309,0.6309
1,0,769,0.4827,2.9096,0.9378,1.0621,2.7001,714,1116,1198,804,391,310,688,769,0.6309,0.9,0.6309,0.6309
3,0,703,2.4199,1.734,0.6701,1.8467,0.4485,878,688,1044,1223,812,451,272,628,0.9,0.6309,0.6309,0.6309
0,0,448,0,0.9368,0.4976,1.135,2.3299,1228,1031,678,892,471,817,613,269,0.9,0.9,0.6309,0.9
1,0,354,1.4528,2.9681,2.2446,2.1338,3.014,1245,920,679,1005,594,810,489,253,0.6309,0.6309,0.9,0.9
4,1,416,2.1094,2.9427,2.7024,1.2479,1.5061,1083,1216,842,692,270,644,799,421,0.6309,0.6309,0.6309,0.9
0,0,596,0,0.1566,2.1529,1.9487,2.3458,1003,683,920,1244,815,569,266,493,0.9,0.6309,0.6309,0.6309
2,1,345,0.5525,1.4815,1.7059,0.1875,2.0673,1131,735,785,1190,769,715,323,362,0.6309,0.9,0.6309,0.9
1,1,552,0.8236,0.0667,2.6518,0.905,0.7865,948,1252,971,677,269,511,832,559,0.6309,0.6309,0.9,0.9
0,0,470,0,0.67,1.203,0.0932,1.4838,708,1104,1213,808,390,299,678,793,0.9,0.6309,0.9,0.6309
1,0,592,2.0798,1.7446,0.4008,0.5316,0.0031,824,1198,1087,715,302,391,777,669,0.6309,0.9,0.6309,0.9
1,0,368,3.1339,0.7456,1.4998,2.9418,0.7574,696,897,1237,1027,609,266,460,817,0.9,0.9,0.6309,0.9
0,0,360,0,0.3331,0.0191,0.8641,2.9618,1217,1084,710,832,421,786,680,292,0.9,0.6309,0.6309,0.6309
0,0,502,0,1.6036,2.4287,1.7996,2.9966,711,823,1197,1091,669,280,405,784,0.9,0.9,0.9,0.9
4,0,446,3.0566,2.2253,1.8565,1.1844,1.2372,840,1205,1079,717,283,429,806,658,0.9,0.6309,0.6309,0.9
4,1,273,1.7939,0.8545,0.7275,2.826,2.8548,1125,1175,777,742,326,703,760,360,0.9,0.6309,0.9,0.9
0,0,818,0,1.7005,2.7299,1.75,0.0672,940,1244,996,680,249,513,827,565,0.9,0.6309,0.6309,0.6309
4,1,677,1.754,1.2614,1.4526,2.222,1.2604,943,679,997,1243,827,524,262,564,0.9,0.9,0.6309,0.6309
0,1,567,0,2.8323,1.2442,2.1764,0.6424,854,704,1065,1230,807,438,287,655,0.9,0.6309,0.9,0.9
1,0,349,2.8155,0.4058,0.9217,1.4982,0.4071,685,924,1238,989,589,256,503,809,0.6309,0.9,0.6309,0.6309
0,1,667,0,2.6636,1.5853,0.0249,2.8874,812,1188,1102,730,307,394,784,685,0.6309,0.9,0.9,0.9
2,1,421,1.7167,3.095,1.6944,1.1744,2.2203,1060,687,866,1224,812,623,281,459,0.9,0.9,0.9,0.6309
2,0,512,0.3095,0.2394,1.3968,0.5206,1.2527,1083,716,822,1216,778,664,298,409,0.6309,0.6309,0.6309,0.6309
2,0,848,0.7184,1.2554,1.0223,1.7448,0.9281,749,1141,1161,765,348,335,738,756,0.6309,0.6309,0.9,0.9
